transaction_id,user_id,timestamp,amount,payment_method,merchant_category,device_id,ip_address,geo_location,user_transaction_count_last_1h,user_transaction_count_last_24h,amount_zscore_vs_user_history,geo_distance_from_last_txn_km,is_new_device,is_fraud
TXN_0010269,USR_00177,2024-03-11 14:53:22,6899.46,netbanking,fuel,DEV_000672,160.120.191.85,Kanpur,3,7,0.5053,8.4,0,0
TXN_0010214,USR_00411,2024-04-23 13:37:05,3214.79,netbanking,grocery,DEV_001055,119.56.132.96,Bangalore,3,6,-1.9133,23.2,0,0
TXN_0015868,USR_00258,2024-06-08 00:49:40,3004.74,netbanking,utilities,DEV_001031,208.42.225.67,Nagpur,1,1,0.063,47.85,0,0
TXN_0003210,USR_00376,2024-04-28 14:03:03,804.55,netbanking,utilities,DEV_000896,84.5.227.250,Jaipur,3,3,1.1835,8.06,0,0
TXN_0002061,USR_00373,2024-04-13 05:34:10,206.58,card,food_delivery,DEV_001078,244.209.9.208,Delhi,2,4,-0.1374,7.23,0,0
TXN_0005115,USR_00368,2024-03-07 22:18:49,7200.59,netbanking,entertainment,DEV_000369,70.239.34.223,Ahmedabad,4,8,0.5194,45.73,0,0
TXN_0014114,USR_00114,2024-02-19 18:12:41,10.0,UPI,fuel,DEV_000474,145.217.178.146,Ahmedabad,3,6,-2.1819,47.67,0,0
TXN_0014152,USR_00284,2024-04-15 22:43:02,2591.16,UPI,grocery,DEV_001183,240.109.11.219,Kolkata,3,7,1.1672,2.22,0,0
TXN_0014020,USR_00766,2024-04-24 23:20:28,5641.48,card,food_delivery,DEV_000890,168.59.110.90,Lucknow,4,4,-0.3191,30.23,0,0
TXN_0005984,USR_00258,2024-02-16 15:33:28,4591.63,UPI,electronics,DEV_000453,147.27.223.10,Nagpur,3,4,1.5904,7.47,0,0
TXN_0013326,USR_00046,2024-05-14 01:33:34,1436.08,UPI,entertainment,DEV_000234,66.55.120.54,Nagpur,4,11,-2.3585,3.14,0,0
TXN_0006818,USR_00036,2024-01-01 17:22:40,2778.86,card,fuel,DEV_000931,216.37.234.102,Ahmedabad,1,1,-0.0024,12.48,0,0
TXN_0012422,USR_00307,2024-03-06 10:34:17,190.46,card,grocery,DEV_000580,228.140.200.230,Indore,3,5,-1.2213,7.54,0,0
TXN_0013842,USR_00693,2024-02-07 02:28:02,2943.45,UPI,travel,DEV_000312,40.110.163.201,Indore,2,6,0.144,30.91,0,0
TXN_0013010,USR_00653,2024-06-21 02:22:00,365.8,UPI,food_delivery,DEV_000479,161.152.111.24,Delhi,3,5,1.0784,14.06,0,0
TXN_0009231,USR_00644,2024-03-15 16:17:27,991.89,UPI,fuel,DEV_001089,36.189.141.176,Hyderabad,3,7,0.6535,3.09,0,0
TXN_0007091,USR_00203,2024-01-11 14:43:11,12228.95,card,travel,DEV_000810,104.185.253.85,Hyderabad,2,6,1.6771,14.76,0,0
TXN_0006855,USR_00144,2024-02-01 21:43:03,11394.34,card,education,DEV_000384,53.14.248.204,Ahmedabad,2,9,1.6935,30.77,0,0
TXN_0002925,USR_00286,2024-01-04 22:23:55,5685.59,netbanking,fuel,DEV_000221,101.48.232.226,Surat,4,8,0.2522,34.99,0,0
TXN_0007027,USR_00600,2024-06-25 14:03:15,448.1,card,food_delivery,DEV_000820,100.245.114.172,Kanpur,3,11,-1.1272,43.41,0,0
TXN_0002648,USR_00673,2024-01-24 04:00:03,6456.38,UPI,travel,DEV_001096,117.205.176.173,Surat,4,6,0.0156,49.99,0,0
TXN_0002838,USR_00379,2024-06-07 01:51:37,2639.83,card,healthcare,DEV_001093,196.230.100.246,Delhi,1,9,2.2188,29.52,0,0
TXN_0006567,USR_00633,2024-03-30 07:18:44,6411.02,card,healthcare,DEV_000141,152.15.142.120,Ahmedabad,2,9,-0.1934,48.67,0,0
TXN_0002296,USR_00382,2024-01-18 08:46:30,7019.65,card,utilities,DEV_000945,138.193.6.194,Bhopal,2,9,0.4184,2.31,0,0
TXN_0005576,USR_00534,2024-03-26 13:44:35,2492.71,netbanking,healthcare,DEV_000092,6.197.110.225,Jaipur,3,10,-0.6681,13.67,0,0
TXN_0007679,USR_00527,2024-03-22 21:46:38,3001.24,card,healthcare,DEV_000742,135.253.112.214,Kanpur,2,1,-0.8758,45.15,0,0
TXN_0007794,USR_00073,2024-06-14 10:01:40,5627.13,card,utilities,DEV_000832,79.190.189.242,Indore,1,3,0.0739,31.54,0,0
TXN_0004499,USR_00321,2024-03-01 20:24:23,374.44,netbanking,travel,DEV_000828,17.173.71.229,Kanpur,4,4,-1.1942,47.77,0,0
TXN_0003157,USR_00054,2024-03-17 02:41:02,6671.19,netbanking,grocery,DEV_000617,30.196.54.165,Kolkata,2,3,0.1094,19.91,0,0
TXN_0006712,USR_00069,2024-02-24 12:21:44,14690.64,card,food_delivery,DEV_000726,240.171.235.132,Chennai,1,2,7.277653478750848,21.31,0,1
TXN_0003078,USR_00004,2024-02-16 22:21:10,2132.83,UPI,fuel,DEV_000510,36.86.144.90,Chennai,1,9,0.234,16.6,0,0
TXN_0014311,USR_00461,2024-04-24 17:20:30,801.59,card,travel,DEV_000536,110.75.209.49,Lucknow,4,8,-0.6213,4.27,0,0
TXN_0005583,USR_00604,2024-04-24 03:34:59,1160.5,netbanking,grocery,DEV_000482,221.208.177.249,Bangalore,1,1,0.3911,5.48,0,0
TXN_0012001,USR_00377,2024-04-26 12:25:49,1746.18,card,entertainment,DEV_000746,252.28.136.126,Bhopal,3,10,-1.879,3.51,0,0
TXN_0004126,USR_00538,2024-05-25 08:07:08,5609.56,netbanking,entertainment,DEV_000671,61.135.213.27,Indore,3,1,-0.8808,15.89,0,0
TXN_0004520,USR_00778,2024-06-28 06:45:41,250.69,card,clothing,DEV_000596,43.236.228.246,Hyderabad,2,11,-0.4877,1.88,0,0
TXN_0003749,USR_00674,2024-03-29 03:36:21,282.03,netbanking,travel,DEV_000390,178.240.218.137,Pune,3,9,-1.4741,43.25,0,0
TXN_0004675,USR_00474,2024-03-29 08:04:41,4381.64,card,healthcare,DEV_000755,97.80.92.90,Nagpur,4,1,-0.9627,9.63,0,0
TXN_0003469,USR_00128,2024-02-26 21:31:57,1989.6,UPI,grocery,DEV_000187,185.13.146.74,Hyderabad,3,10,-0.2187,22.66,0,0
TXN_0002913,USR_00430,2024-03-30 06:20:48,4098.6,card,entertainment,DEV_000969,114.229.12.22,Bangalore,4,6,0.7579,29.36,0,0
TXN_0013987,USR_00439,2024-01-30 19:00:58,9811.15,netbanking,fuel,DEV_000881,162.53.105.148,Lucknow,3,5,1.1078,7.89,0,0
TXN_0014863,USR_00317,2024-05-31 09:40:19,4901.67,card,travel,DEV_001144,45.231.208.55,Kolkata,4,10,-0.2267,20.78,0,0
TXN_0009714,USR_00147,2024-05-13 12:14:36,5483.95,card,healthcare,DEV_000268,133.218.37.55,Indore,1,6,0.4547,18.34,0,0
TXN_0003435,USR_00135,2024-03-11 21:47:07,1403.3,card,utilities,DEV_000712,221.249.244.109,Delhi,2,11,0.889,16.54,0,0
TXN_0000058,USR_00717,2024-05-25 14:02:25,6914.72,card,electronics,DEV_000161,25.17.240.225,Chennai,3,2,0.3313,41.54,0,0
TXN_0008345,USR_00484,2024-02-22 10:03:11,7655.29,UPI,healthcare,DEV_000622,73.210.126.14,Bangalore,2,6,0.3324,38.95,0,0
TXN_0011437,USR_00005,2024-05-14 21:13:01,4738.43,card,fuel,DEV_000951,14.56.81.110,Hyderabad,1,4,1.2763,27.66,0,0
TXN_0011856,USR_00218,2024-03-22 17:16:03,6620.42,UPI,utilities,DEV_000288,172.3.89.19,Bhopal,2,3,-0.2373,42.75,0,0
TXN_0010180,USR_00625,2024-01-20 19:08:21,4488.19,card,healthcare,DEV_001051,139.223.96.228,Bangalore,2,8,-1.4194,44.23,0,0
TXN_0001873,USR_00471,2024-04-22 19:48:48,1197.71,UPI,travel,DEV_000284,164.12.227.155,Bangalore,4,1,0.7797,15.63,0,0
TXN_0013313,USR_00237,2024-04-02 10:44:28,150.16,card,travel,DEV_000908,177.48.225.30,Mumbai,2,6,-1.1082,44.03,0,0
TXN_0009077,USR_00487,2024-06-19 03:55:06,3154.51,UPI,travel,DEV_000581,69.159.174.218,Bangalore,1,11,-1.1546,47.94,0,0
TXN_0013996,USR_00462,2024-02-22 07:57:40,1222.95,UPI,clothing,DEV_000584,40.110.58.251,Kanpur,2,11,0.4167,44.82,0,0
TXN_0012537,USR_00353,2024-06-09 20:33:43,6578.23,netbanking,entertainment,DEV_000507,238.249.134.83,Delhi,2,3,0.3244,1.69,0,0
TXN_0010426,USR_00228,2024-05-22 07:25:10,6026.32,card,clothing,DEV_000286,240.225.45.13,Nagpur,2,7,-0.0402,49.11,0,0
TXN_0008477,USR_00546,2024-05-07 17:23:01,2613.66,card,electronics,DEV_000466,137.28.127.73,Mumbai,4,3,-1.5515,29.74,0,0
TXN_0015907,USR_00701,2024-01-06 09:14:14,893.1,netbanking,food_delivery,DEV_000099,121.4.183.37,Hyderabad,1,3,-0.2033,29.34,0,0
TXN_0005126,USR_00004,2024-06-25 16:05:27,1679.84,card,fuel,DEV_000510,230.113.166.129,Chennai,1,6,-0.2737,49.26,0,0
TXN_0008954,USR_00279,2024-02-01 21:37:12,369.01,card,electronics,DEV_001139,94.37.61.143,Bangalore,3,2,-0.2822,11.55,0,0
TXN_0007370,USR_00085,2024-04-09 01:10:04,7804.44,netbanking,entertainment,DEV_001097,4.114.61.160,Kolkata,3,7,0.2089,0.56,0,0
TXN_0011914,USR_00600,2024-04-08 08:45:05,452.61,UPI,education,DEV_000820,143.233.148.153,Indore,1,9,-1.1038,26.88,0,0
TXN_0009252,USR_00615,2024-02-05 22:07:07,2903.32,card,food_delivery,DEV_000447,229.174.21.253,Nagpur,3,2,-0.4351,34.62,0,0
TXN_0007079,USR_00200,2024-06-27 13:34:33,1150.12,netbanking,food_delivery,DEV_000485,36.2.241.209,Lucknow,3,7,-0.1565,36.16,0,0
TXN_0000445,USR_00425,2024-04-05 20:55:32,3767.66,netbanking,grocery,DEV_000373,5.92.226.67,Ahmedabad,3,4,0.6697,26.39,0,0
TXN_0007717,USR_00550,2024-03-27 14:24:00,6803.15,card,grocery,DEV_001172,235.194.24.45,Bangalore,3,9,1.1784,12.78,0,0
TXN_0002137,USR_00231,2024-04-21 15:19:15,1288.34,card,grocery,DEV_000480,135.195.174.215,Ahmedabad,4,6,1.549,33.43,0,0
TXN_0010863,USR_00202,2024-06-15 02:29:42,5929.3,netbanking,fuel,DEV_000604,166.156.205.90,Delhi,2,7,-0.3283,5.99,0,0
TXN_0000832,USR_00202,2024-05-13 09:55:11,5065.87,card,fuel,DEV_000044,27.150.204.197,Kolkata,4,3,-1.0041,38.05,0,0
TXN_0007321,USR_00661,2024-02-14 10:54:25,3282.81,UPI,electronics,DEV_000874,119.162.246.115,Bhopal,3,11,-0.1177,14.1,0,0
TXN_0004564,USR_00436,2024-04-03 23:10:04,2325.17,UPI,education,DEV_001016,90.155.5.230,Delhi,2,7,0.7919,2.63,0,0
TXN_0014071,USR_00573,2024-02-27 02:52:01,1916.45,netbanking,healthcare,DEV_000223,52.170.79.38,Bangalore,2,6,-0.2102,49.78,0,0
TXN_0006823,USR_00275,2024-04-09 02:30:24,5442.84,netbanking,fuel,DEV_000312,25.80.99.227,Kolkata,1,11,0.5571,41.47,0,0
TXN_0004368,USR_00295,2024-02-17 14:04:01,229.29,card,entertainment,DEV_000820,177.98.209.96,Surat,3,2,-0.6724,30.61,0,0
TXN_0011724,USR_00673,2024-06-03 12:34:35,8514.35,card,fuel,DEV_001096,6.200.225.211,Pune,4,9,1.4339,39.86,0,0
TXN_0002284,USR_00769,2024-06-23 22:42:12,2091.31,netbanking,entertainment,DEV_001015,113.44.144.234,Kolkata,4,4,-0.4644,29.06,0,0
TXN_0009655,USR_00792,2024-02-10 21:54:06,10534.44,UPI,travel,DEV_001037,51.204.2.37,Surat,1,11,1.305,17.32,0,0
TXN_0015379,USR_00007,2024-02-12 06:15:08,3372.25,netbanking,healthcare,DEV_001033,124.165.43.126,Bangalore,2,3,-1.1295,23.27,0,0
TXN_0006416,USR_00317,2024-04-05 09:33:53,3527.49,card,travel,DEV_000471,15.94.27.205,Hyderabad,4,2,-1.2844,17.29,0,0
TXN_0001700,USR_00150,2024-03-19 21:10:24,1758.19,netbanking,clothing,DEV_000324,112.170.69.24,Bangalore,1,10,0.3506,14.47,0,0
TXN_0000365,USR_00257,2024-05-01 08:32:33,1201.25,UPI,utilities,DEV_001051,221.48.148.128,Delhi,1,6,-0.4012,15.49,0,0
TXN_0011554,USR_00508,2024-05-03 08:33:00,7640.5,UPI,entertainment,DEV_000547,104.118.186.247,Bhopal,3,5,0.4301,43.51,0,0
TXN_0008338,USR_00290,2024-03-09 23:02:47,3421.93,card,travel,DEV_000053,35.41.216.10,Hyderabad,1,8,0.1488,31.71,0,0
TXN_0010650,USR_00290,2024-02-15 00:52:34,2897.23,netbanking,entertainment,DEV_000053,237.207.165.141,Hyderabad,3,11,-0.2194,6.77,0,0
TXN_0008189,USR_00237,2024-01-29 18:24:02,359.18,UPI,electronics,DEV_000908,64.169.150.85,Kolkata,3,11,0.9466,8.16,0,0
TXN_0011867,USR_00144,2024-04-15 16:07:34,10.0,UPI,healthcare,DEV_000384,162.102.169.140,Ahmedabad,3,9,-2.1073,5.63,0,0
TXN_0000563,USR_00702,2024-05-26 03:29:32,3029.48,card,education,DEV_000844,6.146.202.9,Kolkata,2,7,-0.326,17.43,0,0
TXN_0005236,USR_00315,2024-01-07 01:16:44,1904.66,UPI,grocery,DEV_000359,83.234.60.236,Lucknow,2,1,-1.3978,40.45,0,0
TXN_0011902,USR_00065,2024-03-12 15:18:51,10.0,card,utilities,DEV_000923,13.165.241.34,Indore,4,6,-2.1722,19.46,0,0
TXN_0007327,USR_00557,2024-06-28 10:35:26,5634.15,card,food_delivery,DEV_000771,60.29.195.20,Delhi,2,2,0.4081,7.69,0,0
TXN_0002125,USR_00405,2024-02-29 10:51:26,3012.82,card,healthcare,DEV_000227,103.77.147.115,Kanpur,3,10,0.5471,32.4,0,0
TXN_0000487,USR_00046,2024-04-05 10:25:49,2665.43,card,fuel,DEV_000234,47.107.7.221,Pune,4,8,-1.0815,0.09,0,0
TXN_0010132,USR_00705,2024-02-23 22:27:26,465.5,UPI,entertainment,DEV_000447,217.27.169.168,Lucknow,2,4,-0.8555,17.12,0,0
TXN_0013190,USR_00085,2024-06-29 05:44:36,5567.48,UPI,education,DEV_000392,29.36.179.31,Delhi,1,7,-0.8652,11.01,0,0
TXN_0011706,USR_00321,2024-04-20 01:06:11,535.61,netbanking,healthcare,DEV_001174,83.94.175.62,Indore,2,7,-0.7587,9.45,0,0
TXN_0013129,USR_00643,2024-02-06 12:54:28,3587.99,UPI,grocery,DEV_001115,164.86.243.17,Jaipur,4,2,0.9411,19.46,0,0
TXN_0013083,USR_00523,2024-02-05 13:49:48,1965.87,netbanking,utilities,DEV_000882,201.78.43.144,Chennai,1,10,-0.7478,40.31,0,0
TXN_0015358,USR_00008,2024-01-24 08:56:54,4380.06,netbanking,electronics,DEV_000972,170.56.82.190,Kanpur,4,1,-0.7691,6.06,0,0
TXN_0000640,USR_00553,2024-02-16 18:40:58,2006.99,netbanking,electronics,DEV_000845,28.112.184.8,Bangalore,4,8,-0.3358,2.21,0,0
TXN_0008936,USR_00437,2024-01-23 05:45:17,3967.99,netbanking,fuel,DEV_000752,236.165.253.142,Surat,1,7,-0.9885,2.54,0,0
TXN_0012979,USR_00383,2024-02-27 01:15:57,4142.25,UPI,utilities,DEV_000782,188.92.179.139,Hyderabad,2,11,-0.8785,38.88,0,0
TXN_0013785,USR_00470,2024-02-05 01:32:10,8827.05,netbanking,healthcare,DEV_000248,18.106.35.172,Chennai,4,7,1.0982,36.14,0,0
TXN_0015991,USR_00396,2024-06-24 17:55:33,716.47,UPI,clothing,DEV_000767,31.66.208.219,Pune,1,10,0.637,0.22,0,0
TXN_0000787,USR_00269,2024-06-19 09:01:13,3277.15,netbanking,grocery,DEV_000234,190.203.63.180,Ahmedabad,3,6,0.4592,44.95,0,0
TXN_0000911,USR_00310,2024-06-28 07:42:52,8132.78,card,healthcare,DEV_000015,156.169.47.148,Kolkata,1,9,0.2191,14.16,0,0
TXN_0008688,USR_00089,2024-06-16 08:10:12,3779.45,netbanking,food_delivery,DEV_000465,126.53.49.206,Indore,3,5,2.0372,43.54,0,0
TXN_0013955,USR_00450,2024-02-09 18:01:21,2660.91,netbanking,clothing,DEV_000071,58.194.216.198,Surat,2,7,0.2532,11.09,0,0
TXN_0007949,USR_00402,2024-06-22 10:27:37,876.2,card,food_delivery,DEV_000010,19.216.56.158,Chennai,1,10,0.0089,12.11,0,0
TXN_0003378,USR_00549,2024-05-31 04:30:45,444.45,UPI,travel,DEV_000302,98.172.35.43,Jaipur,1,8,0.506,15.19,0,0
TXN_0008883,USR_00689,2024-03-09 13:03:46,4279.41,netbanking,food_delivery,DEV_001152,127.139.88.24,Kanpur,4,6,-0.3869,1.3,0,0
TXN_0012141,USR_00224,2024-03-26 16:05:46,2673.63,UPI,healthcare,DEV_000478,227.15.183.130,Surat,4,10,-1.1088,1.79,0,0
TXN_0013141,USR_00507,2024-03-20 20:35:21,15831.38,card,fuel,DEV_000955,124.81.222.250,Lucknow,3,5,5.732760814873152,43.09,0,1
TXN_0011333,USR_00595,2024-06-04 02:53:36,9026.06,card,utilities,DEV_000939,111.231.243.148,Bhopal,4,5,1.1004,15.14,0,0
TXN_0013890,USR_00620,2024-06-22 12:54:09,5300.68,card,clothing,DEV_001035,252.174.101.208,Kanpur,1,7,0.7061,1919.36,0,1
TXN_0002553,USR_00575,2024-03-15 18:30:13,7083.13,card,fuel,DEV_001087,193.226.110.9,Bangalore,2,7,0.3896,7.42,0,0
TXN_0004158,USR_00209,2024-02-03 15:13:27,6036.82,card,grocery,DEV_001186,9.157.182.49,Indore,3,10,-0.6498,4.22,0,0
TXN_0010995,USR_00656,2024-03-17 04:32:26,3244.69,UPI,utilities,DEV_001182,131.39.205.56,Kolkata,2,9,0.2414,26.44,0,0
TXN_0014635,USR_00434,2024-01-28 20:55:08,2339.62,card,electronics,DEV_000894,52.210.143.222,Bhopal,1,4,-0.0514,41.3,0,0
TXN_0010397,USR_00538,2024-05-17 08:36:25,11942.59,UPI,travel,DEV_000671,8.131.33.144,Indore,3,4,1.4985,8.81,0,0
TXN_0015697,USR_00526,2024-04-09 20:25:15,3069.25,UPI,electronics,DEV_001167,52.18.254.117,Hyderabad,2,4,-0.8356,9.48,0,0
TXN_0015187,USR_00180,2024-01-31 04:53:29,6767.33,card,entertainment,DEV_000480,59.131.166.1,Surat,2,8,0.6953,0.79,0,0
TXN_0014742,USR_00269,2024-03-22 21:31:40,3294.49,netbanking,healthcare,DEV_000234,189.29.51.233,Bhopal,3,7,0.4829,27.68,0,0
TXN_0012257,USR_00387,2024-06-22 06:36:17,11123.39,netbanking,entertainment,DEV_001056,106.26.32.55,Delhi,3,1,1.1763,30.01,0,0
TXN_0006673,USR_00413,2024-06-18 09:13:39,6257.94,card,healthcare,DEV_000722,52.20.53.22,Chennai,1,6,0.1243,3.23,0,0
TXN_0002101,USR_00707,2024-01-30 15:56:32,558.31,netbanking,utilities,DEV_000989,5.163.28.194,Kolkata,3,5,-0.9021,25.41,0,0
TXN_0004572,USR_00750,2024-05-19 14:45:04,614.44,card,education,DEV_000218,165.30.46.215,Ahmedabad,3,5,0.8089,11.46,0,0
TXN_0000417,USR_00659,2024-02-24 22:39:40,601.53,netbanking,electronics,DEV_000846,141.244.155.98,Pune,3,2,0.1157,43.08,0,0
TXN_0015550,USR_00382,2024-02-27 09:22:40,4131.64,card,grocery,DEV_000902,81.35.78.57,Bhopal,4,7,-1.7574,11.76,0,0
TXN_0004406,USR_00679,2024-03-12 04:24:04,6751.92,netbanking,fuel,DEV_000031,60.130.21.245,Pune,1,2,-0.1152,9.72,0,0
TXN_0000771,USR_00079,2024-03-11 10:18:43,2430.16,UPI,food_delivery,DEV_001133,73.42.139.28,Delhi,3,6,-0.5625,38.06,0,0
TXN_0007845,USR_00381,2024-01-25 20:55:19,771.15,UPI,grocery,DEV_000753,203.206.116.93,Nagpur,4,11,1.4652,46.21,0,0
TXN_0004377,USR_00204,2024-04-18 20:17:49,9507.39,card,fuel,DEV_000100,31.32.214.105,Pune,2,7,2.0421,0.8,0,0
TXN_0010115,USR_00193,2024-06-14 08:19:38,3442.06,card,electronics,DEV_000941,24.103.43.208,Delhi,1,1,0.1234,4.76,0,0
TXN_0000992,USR_00684,2024-01-23 14:45:18,2671.71,netbanking,food_delivery,DEV_001092,187.20.84.41,Bhopal,2,4,-0.2472,7.34,0,0
TXN_0010330,USR_00571,2024-04-06 01:32:13,5075.41,UPI,healthcare,DEV_001103,173.34.176.139,Delhi,4,11,-0.7748,41.17,0,0
TXN_0006189,USR_00076,2024-03-22 15:53:03,1598.86,UPI,electronics,DEV_000602,88.229.252.211,Chennai,3,10,1.2786,7.2,0,0
TXN_0015218,USR_00698,2024-06-02 13:39:30,4700.84,card,healthcare,DEV_000286,142.97.169.68,Kanpur,1,2,0.2124,12.17,0,0
TXN_0004054,USR_00121,2024-01-06 15:33:57,4306.43,card,utilities,DEV_000339,175.23.122.194,Ahmedabad,4,8,-1.0197,45.65,0,0
TXN_0013073,USR_00067,2024-01-02 01:44:10,4230.01,card,healthcare,DEV_001012,40.247.210.206,Ahmedabad,2,6,0.4602,22.96,0,0
TXN_0000975,USR_00506,2024-05-02 20:16:06,636.92,UPI,healthcare,DEV_000653,4.43.31.108,Ahmedabad,3,4,-1.8895,43.24,0,0
TXN_0006908,USR_00110,2024-04-17 02:26:19,1911.05,UPI,education,DEV_001130,224.223.185.187,Jaipur,4,1,-0.8596,2.06,0,0
TXN_0015587,USR_00613,2024-06-25 11:21:41,9870.38,card,grocery,DEV_000313,55.116.45.45,Surat,4,6,0.5847,41.38,0,0
TXN_0008824,USR_00057,2024-04-09 06:27:47,2298.06,card,entertainment,DEV_000758,213.112.97.187,Surat,4,9,0.8836,5.31,0,0
TXN_0005608,USR_00633,2024-05-14 07:48:09,8809.93,UPI,food_delivery,DEV_000141,15.34.176.55,Ahmedabad,3,2,0.8987,12.16,0,0
TXN_0002053,USR_00201,2024-05-12 23:40:07,6421.68,netbanking,food_delivery,DEV_001171,146.107.89.3,Kolkata,3,11,-0.3037,29.0,0,0
TXN_0009392,USR_00482,2024-05-06 14:17:39,535.05,netbanking,food_delivery,DEV_000886,174.185.19.172,Delhi,3,6,-0.218,34.82,0,0
TXN_0006726,USR_00705,2024-03-25 04:12:39,474.44,UPI,food_delivery,DEV_000447,114.131.96.179,Delhi,4,8,-0.8076,31.3,0,0
TXN_0014706,USR_00104,2024-03-19 09:49:30,1728.14,card,healthcare,DEV_001070,69.111.131.71,Lucknow,4,11,0.5251,41.55,0,0
TXN_0010304,USR_00675,2024-02-24 10:21:59,392.57,netbanking,grocery,DEV_000080,188.150.149.82,Nagpur,3,3,0.2387,3.42,0,0
TXN_0001748,USR_00698,2024-05-01 09:38:38,4669.94,UPI,travel,DEV_000346,227.8.170.230,Bangalore,3,6,0.1896,23.32,0,0
TXN_0014455,USR_00363,2024-06-18 08:14:32,1052.22,netbanking,fuel,DEV_000173,181.47.241.248,Ahmedabad,2,7,-2.1964,40.95,0,0
TXN_0008937,USR_00333,2024-06-01 12:38:09,4221.07,card,fuel,DEV_000483,78.201.110.145,Delhi,1,11,2.2409,38.99,0,0
TXN_0008094,USR_00706,2024-03-21 05:13:21,233.59,UPI,entertainment,DEV_000123,191.234.20.132,Indore,3,9,0.0419,16.85,0,0
TXN_0005423,USR_00014,2024-03-14 11:28:44,833.43,netbanking,utilities,DEV_001106,17.225.233.41,Delhi,1,5,-0.0911,12.79,0,0
